name,url,institutions,countries,country,region
Shijian Lu,https://dl.acm.org/profile/99659619706,['CSIRO Ict Centre'],['Australia'],Australia,Oceania
Shaoke Zhang,https://dl.acm.org/profile/81430627791,['Pennsylvania State University'],['United States'],United States,North America
Jing Wang,https://dl.acm.org/profile/81470645182,['Pennsylvania State University'],['United States'],United States,North America
Hirofumi Miyamoto,https://dl.acm.org/profile/81470647019,['Shimane University'],['Japan'],Japan,Asia
Tatman Cheong,https://dl.acm.org/profile/81470654406,['University of Macau'],['Macao'],Macao,Asia
Yain Whar Si,https://dl.acm.org/profile/81100394289,"['University of Macau', 'Queensland University of Technology']","['Macao', 'Australia']",Macao,Asia
Guoray Cai,https://dl.acm.org/profile/81100429353,['Pennsylvania State University'],['United States'],United States,North America
Yngve S Kristiansen,https://dl.acm.org/profile/99660262783,['University of Bergen'],['Norway'],Norway,Europe
Laura A Garrison,https://dl.acm.org/profile/81438597240,['University of Bergen'],['Norway'],Norway,Europe
Stefan Bruckner,https://dl.acm.org/profile/81100294147,"['University of Bergen', 'King Abdullah University of Science and Technology', 'Vienna University of Technology', 'Simon Fraser University']","['Norway', 'Saudi Arabia', 'Austria', 'Canada']",Norway,Europe
Zhenbao Fan,https://dl.acm.org/profile/99659201074,"['The University of Texas at Dallas', 'Tianjin University']","['United States', 'China']",United States,North America
Yixuan Zhu,https://dl.acm.org/profile/99660626204,['China University of Mining and Technology'],['China'],China,Asia
Christine Yan,https://dl.acm.org/profile/99660628227,['University of Pennsylvania'],['United States'],United States,North America
Yufan Li,https://dl.acm.org/profile/99660629158,['Hong Kong University of Science and Technology'],['Hong Kong'],Hong Kong,Asia
Kang Zhang,https://dl.acm.org/profile/99660626111,['Hong Kong University of Science and Technology'],['Hong Kong'],Hong Kong,Asia
Hongzhi Zhu,https://dl.acm.org/profile/99660543689,['The University of British Columbia'],['Canada'],Canada,North America
Septimiu Edmund Salcudean,https://dl.acm.org/profile/81100239077,"['The University of British Columbia', 'University of California, Berkeley']","['Canada', 'United States']",Canada,North America
Robert N Rohling,https://dl.acm.org/profile/81100291054,['The University of British Columbia'],['Canada'],Canada,North America
Peter Schaefer,https://dl.acm.org/profile/99660629942,['University of Konstanz'],['Germany'],Germany,Europe
Sabine Storandt,https://dl.acm.org/profile/81493658660,"['University of Konstanz', 'Julius-Maximilian University of Würzburg', 'University of Freiburg', 'University of Stuttgart']","['Germany', 'Germany', 'Germany', 'Germany']",Germany,Europe
Michael Becher,https://dl.acm.org/profile/81414600759,['University of Stuttgart'],['Germany'],Germany,Europe
Moritz Heinemann,https://dl.acm.org/profile/99659344838,['University of Stuttgart'],['Germany'],Germany,Europe
Thomas Marmann,https://dl.acm.org/profile/99660628660,['University of Stuttgart'],['Germany'],Germany,Europe
Franziska Huth,https://dl.acm.org/profile/82258913557,"['University of Stuttgart', 'Saarland University']","['Germany', 'Germany']",Germany,Europe
Tanja Blascheck,https://dl.acm.org/profile/83458713657,"['University of Stuttgart', 'Paris-Saclay University']","['Germany', 'France']",Germany,Europe
Steffen Koch,https://dl.acm.org/profile/81436599209,['University of Stuttgart'],['Germany'],Germany,Europe
Eric Mörth,https://dl.acm.org/profile/99659982875,['University of Bergen'],['Norway'],Norway,Europe
Tanja Eichner,https://dl.acm.org/profile/99660627923,['Helse Bergen Haukeland University Hospital'],['Norway'],Norway,Europe
Ingfrid S Haldorsen,https://dl.acm.org/profile/99659982427,"['University of Bergen', 'Helse Bergen Haukeland University Hospital']","['Norway', 'Norway']",Norway,Europe
Noeska N Smit,https://dl.acm.org/profile/99658770659,"['University of Bergen', 'Delft University of Technology']","['Norway', 'Netherlands']",Norway,Europe
Indre Tauroseviciute,https://dl.acm.org/profile/99660629514,['Eindhoven University of Technology'],['Netherlands'],Netherlands,Europe
Guillermo Mateos Guridi,https://dl.acm.org/profile/99660629108,['Eindhoven University of Technology'],['Netherlands'],Netherlands,Europe
Mark Alan Livingston,https://dl.acm.org/profile/81100365560,"['Naval Research Laboratory', 'The University of North Carolina at Chapel Hill']","['DC', 'United States']",DC,
Derek P Brock,https://dl.acm.org/profile/81100455302,['Naval Research Laboratory'],['DC'],DC,
Sarah Dosdall,https://dl.acm.org/profile/99660628528,['University of Stuttgart'],['Germany'],Germany,Europe
Katrin Angerbauer,https://dl.acm.org/profile/99658703665,['University of Stuttgart'],['Germany'],Germany,Europe
Leonel Merino,https://dl.acm.org/profile/99659082618,"['Pontifical Catholic University of Chile', 'University of Stuttgart', 'University of Bern']","['Chile', 'Germany', 'Switzerland']",Chile,South America
Patrick Gebhardt,https://dl.acm.org/profile/99660626169,['University of Stuttgart'],['Germany'],Germany,Europe
Xingyao Yu,https://dl.acm.org/profile/99659529527,['University of Stuttgart'],['Germany'],Germany,Europe
Andreas Köhn,https://dl.acm.org/profile/99660626347,['University of Stuttgart'],['Germany'],Germany,Europe
Yves Staudt,https://dl.acm.org/profile/99659635934,['University of Applied Sciences of the Grisons'],['Switzerland'],Switzerland,Europe
Alexander van Schie,https://dl.acm.org/profile/99660486149,['University of Applied Sciences of the Grisons'],['Switzerland'],Switzerland,Europe
Heiko Rölke,https://dl.acm.org/profile/99660627909,['University of Applied Sciences of the Grisons'],['Switzerland'],Switzerland,Europe
Tim Cech,https://dl.acm.org/profile/99660544079,"['Hasso Plattner Institute for Digital Engineering gGmbH', 'University of Potsdam']","['Germany', 'Germany']",Germany,Europe
Bruno Frey,https://dl.acm.org/profile/99660628797,['University of Applied Sciences of the Grisons'],['Switzerland'],Switzerland,Europe
Giada Zacheo,https://dl.acm.org/profile/99660628247,['University of Applied Sciences of the Grisons'],['Switzerland'],Switzerland,Europe
Yannis Panagis,https://dl.acm.org/profile/81100493586,"['University of Copenhagen', 'University of Patras', 'Research Academic Computer Technology Institute, Patras']","['Denmark', 'Greece', 'Greece']",Denmark,Europe
Robert Spence,https://dl.acm.org/profile/81100397330,['Imperial College London'],['United Kingdom'],United Kingdom,Europe
Sabrina Zahner,https://dl.acm.org/profile/99660629076,['University of Applied Sciences of the Grisons'],['Switzerland'],Switzerland,Europe
