el1,el2,paper_doi,date
Geetika Sharma,Lipika Dey,10.1145/2801040.2801049,2015
Yan Huang,Cui-Xia Ma,10.1145/2801040.2801063,2015
Yan Huang,Hong'an Wang,10.1145/2801040.2801063,2015
Cui-Xia Ma,Hong'an Wang,10.1145/2801040.2801063,2015
Yina Li,Dongjin Li,10.1145/2801040.2801062,2015
Yina Li,K. Zhang,10.1145/2801040.2801062,2015
Dongjin Li,K. Zhang,10.1145/2801040.2801062,2015
Christoph Müller,Michael Krone,10.1145/2801040.2801045,2015
Christoph Müller,Katrin Scharnowski,10.1145/2801040.2801045,2015
Christoph Müller,Guido Reina,10.1145/2801040.2801045,2015
Christoph Müller,Thomas Ertl,10.1145/2801040.2801045,2015
Michael Krone,Katrin Scharnowski,10.1145/2801040.2801045,2015
Michael Krone,Guido Reina,10.1145/2801040.2801045,2015
Michael Krone,Thomas Ertl,10.1145/2801040.2801045,2015
Katrin Scharnowski,Guido Reina,10.1145/2801040.2801045,2015
Katrin Scharnowski,Thomas Ertl,10.1145/2801040.2801045,2015
Guido Reina,Thomas Ertl,10.1145/2801040.2801045,2015
Muye Yang,Robert P. Biuk-Aghai,10.1145/2801040.2801056,2015
Yukari Shirota,Yutaka Takahashi,10.1145/2801040.2801042,2015
Yukari Shirota,Nobuhide Tanaka,10.1145/2801040.2801042,2015
Yukari Shirota,Michiya Morita,10.1145/2801040.2801042,2015
Yutaka Takahashi,Nobuhide Tanaka,10.1145/2801040.2801042,2015
Yutaka Takahashi,Michiya Morita,10.1145/2801040.2801042,2015
Nobuhide Tanaka,Michiya Morita,10.1145/2801040.2801042,2015
Makiko Harada,Hidenori Watanave,10.1145/2801040.2801047,2015
Nozomi Tamaki,Masahito Hirakawa,10.1145/2801040.2801050,2015
Harrison Cook,Quang Vinh Nguyen,10.1145/2801040.2801060,2015
Harrison Cook,Simeon J Simoff,10.1145/2801040.2801060,2015
Quang Vinh Nguyen,Simeon J Simoff,10.1145/2801040.2801060,2015
Antoine Trouvé,Kazuaki J Murakami,10.1145/2801040.2801066,2015
Sayaka Yagi,Takayuki Itoh,10.1145/2801040.2801067,2015
Sayaka Yagi,Masahiro Takatsuka,10.1145/2801040.2801067,2015
Takayuki Itoh,Masahiro Takatsuka,10.1145/2801040.2801067,2015
Hyoji Ha,Sungyun Bae,10.1145/2801040.2801069,2015
Hyoji Ha,Hyunwoo Han,10.1145/2801040.2801069,2015
Hyoji Ha,Kyungwon Lee,10.1145/2801040.2801069,2015
Sungyun Bae,Hyunwoo Han,10.1145/2801040.2801069,2015
Sungyun Bae,Kyungwon Lee,10.1145/2801040.2801069,2015
Hyunwoo Han,Kyungwon Lee,10.1145/2801040.2801069,2015
Shinya Tachihara,Takehiko Yamaguchi,10.1145/2801040.2801068,2015
Shinya Tachihara,Naoki Ishiura,10.1145/2801040.2801068,2015
Shinya Tachihara,Mickaël Dinomais,10.1145/2801040.2801068,2015
Shinya Tachihara,Paul Richard,10.1145/2801040.2801068,2015
Shinya Tachihara,Sylvie Nguyen,10.1145/2801040.2801068,2015
Takehiko Yamaguchi,Naoki Ishiura,10.1145/2801040.2801068,2015
Takehiko Yamaguchi,Mickaël Dinomais,10.1145/2801040.2801068,2015
Takehiko Yamaguchi,Paul Richard,10.1145/2801040.2801068,2015
Takehiko Yamaguchi,Sylvie Nguyen,10.1145/2801040.2801068,2015
Naoki Ishiura,Mickaël Dinomais,10.1145/2801040.2801068,2015
Naoki Ishiura,Paul Richard,10.1145/2801040.2801068,2015
Naoki Ishiura,Sylvie Nguyen,10.1145/2801040.2801068,2015
Mickaël Dinomais,Paul Richard,10.1145/2801040.2801068,2015
Mickaël Dinomais,Sylvie Nguyen,10.1145/2801040.2801068,2015
Paul Richard,Sylvie Nguyen,10.1145/2801040.2801068,2015
Tetsuji Takada,Katsuhiro Amako,10.1145/2801040.2801070,2015
Jiann Der Lee,Haoche Lee,10.1145/2801040.2801065,2015
Jiann Der Lee,Chunghung Hsieh,10.1145/2801040.2801065,2015
Jiann Der Lee,Chiehtsai Wu,10.1145/2801040.2801065,2015
Jiann Der Lee,Shintseng Lee,10.1145/2801040.2801065,2015
Haoche Lee,Chunghung Hsieh,10.1145/2801040.2801065,2015
Haoche Lee,Chiehtsai Wu,10.1145/2801040.2801065,2015
Haoche Lee,Shintseng Lee,10.1145/2801040.2801065,2015
Chunghung Hsieh,Chiehtsai Wu,10.1145/2801040.2801065,2015
Chunghung Hsieh,Shintseng Lee,10.1145/2801040.2801065,2015
Chiehtsai Wu,Shintseng Lee,10.1145/2801040.2801065,2015
Norio Katayama,Hiroshi Mo,10.1145/2801040.2801071,2015
Norio Katayama,Shin'ichi Satoh,10.1145/2801040.2801071,2015
Hiroshi Mo,Shin'ichi Satoh,10.1145/2801040.2801071,2015
Mengjia Zhang,Jie Li,10.1145/2801040.2801072,2015
Mengjia Zhang,K. Zhang,10.1145/2801040.2801072,2015
Jie Li,K. Zhang,10.1145/2801040.2801072,2015
Yukari Shirota,Yutaka Takahashi,10.1145/2801040.2802138,2015
Yukari Shirota,Nobuhide Tanaka,10.1145/2801040.2802138,2015
Yukari Shirota,Michiya Morita,10.1145/2801040.2802138,2015
Yutaka Takahashi,Nobuhide Tanaka,10.1145/2801040.2802138,2015
Yutaka Takahashi,Michiya Morita,10.1145/2801040.2802138,2015
Nobuhide Tanaka,Michiya Morita,10.1145/2801040.2802138,2015
Anatoly Yelizarov,Dennis Yu Gamayunov,10.1145/2636240.2636844,2014
Brady Cannon,Minoti Hiremath,10.1145/2636240.2636850,2014
Brady Cannon,Cheryl Jorcyk,10.1145/2636240.2636850,2014
Brady Cannon,Alark Joshi,10.1145/2636240.2636850,2014
Minoti Hiremath,Cheryl Jorcyk,10.1145/2636240.2636850,2014
Minoti Hiremath,Alark Joshi,10.1145/2636240.2636850,2014
Cheryl Jorcyk,Alark Joshi,10.1145/2636240.2636850,2014
Tze Haw Huang,Maolin Huang,10.1145/2636240.2636841,2014
Tze Haw Huang,Quang Vinh Nguyen,10.1145/2636240.2636841,2014
Tze Haw Huang,Laiping Zhao,10.1145/2636240.2636841,2014
Maolin Huang,Quang Vinh Nguyen,10.1145/2636240.2636841,2014
Maolin Huang,Laiping Zhao,10.1145/2636240.2636841,2014
Quang Vinh Nguyen,Laiping Zhao,10.1145/2636240.2636841,2014
Michael Burch,Daniel Weiskopf,10.1145/2636240.2636839,2014
Gao Yi,Hsiangyun Wu,10.1145/2636240.2636858,2014
Gao Yi,Kazuo Misue,10.1145/2636240.2636858,2014
Gao Yi,Kazuyo Mizuno,10.1145/2636240.2636858,2014
Gao Yi,Shigeo Takahashi,10.1145/2636240.2636858,2014
Hsiangyun Wu,Kazuo Misue,10.1145/2636240.2636858,2014
Hsiangyun Wu,Kazuyo Mizuno,10.1145/2636240.2636858,2014
Hsiangyun Wu,Shigeo Takahashi,10.1145/2636240.2636858,2014
Kazuo Misue,Kazuyo Mizuno,10.1145/2636240.2636858,2014
Kazuo Misue,Shigeo Takahashi,10.1145/2636240.2636858,2014
Kazuyo Mizuno,Shigeo Takahashi,10.1145/2636240.2636858,2014
Hong Zhou,Panpan Xu,10.1145/2636240.2636854,2014
Hong Zhou,Zhong Ming,10.1145/2636240.2636854,2014
Hong Zhou,Huamin Qu,10.1145/2636240.2636854,2014
Panpan Xu,Zhong Ming,10.1145/2636240.2636854,2014
Panpan Xu,Huamin Qu,10.1145/2636240.2636854,2014
Zhong Ming,Huamin Qu,10.1145/2636240.2636854,2014
Iman Avazpour,John C. Grundy,10.1145/2636240.2636843,2014
Iman Avazpour,Haile Vu,10.1145/2636240.2636843,2014
John C. Grundy,Haile Vu,10.1145/2636240.2636843,2014
Jan Wolter,Uwe Kastens,10.1145/2636240.2636840,2014
Kaimin Chen,Sai Keung Wong,10.1145/2636240.2636846,2014
Loredana Caruccio,Vincenzo Deufemia,10.1145/2636240.2636855,2014
Loredana Caruccio,Christopher D'Souza,10.1145/2636240.2636855,2014
Loredana Caruccio,Athula Ginige,10.1145/2636240.2636855,2014
Loredana Caruccio,Giuseppe Polese,10.1145/2636240.2636855,2014
Vincenzo Deufemia,Christopher D'Souza,10.1145/2636240.2636855,2014
Vincenzo Deufemia,Athula Ginige,10.1145/2636240.2636855,2014
Vincenzo Deufemia,Giuseppe Polese,10.1145/2636240.2636855,2014
Christopher D'Souza,Athula Ginige,10.1145/2636240.2636855,2014
Christopher D'Souza,Giuseppe Polese,10.1145/2636240.2636855,2014
Athula Ginige,Giuseppe Polese,10.1145/2636240.2636855,2014
Andrew S Brunker,Quang Vinh Nguyen,10.1145/2636240.2636842,2014
Andrew S Brunker,Anthony J Maeder,10.1145/2636240.2636842,2014
Andrew S Brunker,Rhys Tague,10.1145/2636240.2636842,2014
Andrew S Brunker,Gregory S Kolt,10.1145/2636240.2636842,2014
Andrew S Brunker,Trevor N Savage,10.1145/2636240.2636842,2014
Andrew S Brunker,Corneel Vandelanotte,10.1145/2636240.2636842,2014
Andrew S Brunker,Mitch J Duncan,10.1145/2636240.2636842,2014
Andrew S Brunker,Cristina M Caperchione,10.1145/2636240.2636842,2014
Andrew S Brunker,Richard R Rosenkranz,10.1145/2636240.2636842,2014
Andrew S Brunker,Anetta Van Itallie,10.1145/2636240.2636842,2014
Andrew S Brunker,W Kerry Mummery,10.1145/2636240.2636842,2014
Quang Vinh Nguyen,Anthony J Maeder,10.1145/2636240.2636842,2014
Quang Vinh Nguyen,Rhys Tague,10.1145/2636240.2636842,2014
Quang Vinh Nguyen,Gregory S Kolt,10.1145/2636240.2636842,2014
Quang Vinh Nguyen,Trevor N Savage,10.1145/2636240.2636842,2014
Quang Vinh Nguyen,Corneel Vandelanotte,10.1145/2636240.2636842,2014
Quang Vinh Nguyen,Mitch J Duncan,10.1145/2636240.2636842,2014
Quang Vinh Nguyen,Cristina M Caperchione,10.1145/2636240.2636842,2014
Quang Vinh Nguyen,Richard R Rosenkranz,10.1145/2636240.2636842,2014
Quang Vinh Nguyen,Anetta Van Itallie,10.1145/2636240.2636842,2014
Quang Vinh Nguyen,W Kerry Mummery,10.1145/2636240.2636842,2014
Anthony J Maeder,Rhys Tague,10.1145/2636240.2636842,2014
Anthony J Maeder,Gregory S Kolt,10.1145/2636240.2636842,2014
Anthony J Maeder,Trevor N Savage,10.1145/2636240.2636842,2014
Anthony J Maeder,Corneel Vandelanotte,10.1145/2636240.2636842,2014
Anthony J Maeder,Mitch J Duncan,10.1145/2636240.2636842,2014
Anthony J Maeder,Cristina M Caperchione,10.1145/2636240.2636842,2014
Anthony J Maeder,Richard R Rosenkranz,10.1145/2636240.2636842,2014
Anthony J Maeder,Anetta Van Itallie,10.1145/2636240.2636842,2014
Anthony J Maeder,W Kerry Mummery,10.1145/2636240.2636842,2014
Rhys Tague,Gregory S Kolt,10.1145/2636240.2636842,2014
Rhys Tague,Trevor N Savage,10.1145/2636240.2636842,2014
Rhys Tague,Corneel Vandelanotte,10.1145/2636240.2636842,2014
Rhys Tague,Mitch J Duncan,10.1145/2636240.2636842,2014
Rhys Tague,Cristina M Caperchione,10.1145/2636240.2636842,2014
Rhys Tague,Richard R Rosenkranz,10.1145/2636240.2636842,2014
Rhys Tague,Anetta Van Itallie,10.1145/2636240.2636842,2014
Rhys Tague,W Kerry Mummery,10.1145/2636240.2636842,2014
Gregory S Kolt,Trevor N Savage,10.1145/2636240.2636842,2014
Gregory S Kolt,Corneel Vandelanotte,10.1145/2636240.2636842,2014
Gregory S Kolt,Mitch J Duncan,10.1145/2636240.2636842,2014
Gregory S Kolt,Cristina M Caperchione,10.1145/2636240.2636842,2014
Gregory S Kolt,Richard R Rosenkranz,10.1145/2636240.2636842,2014
Gregory S Kolt,Anetta Van Itallie,10.1145/2636240.2636842,2014
Gregory S Kolt,W Kerry Mummery,10.1145/2636240.2636842,2014
Trevor N Savage,Corneel Vandelanotte,10.1145/2636240.2636842,2014
Trevor N Savage,Mitch J Duncan,10.1145/2636240.2636842,2014
Trevor N Savage,Cristina M Caperchione,10.1145/2636240.2636842,2014
Trevor N Savage,Richard R Rosenkranz,10.1145/2636240.2636842,2014
Trevor N Savage,Anetta Van Itallie,10.1145/2636240.2636842,2014
Trevor N Savage,W Kerry Mummery,10.1145/2636240.2636842,2014
Corneel Vandelanotte,Mitch J Duncan,10.1145/2636240.2636842,2014
Corneel Vandelanotte,Cristina M Caperchione,10.1145/2636240.2636842,2014
Corneel Vandelanotte,Richard R Rosenkranz,10.1145/2636240.2636842,2014
Corneel Vandelanotte,Anetta Van Itallie,10.1145/2636240.2636842,2014
Corneel Vandelanotte,W Kerry Mummery,10.1145/2636240.2636842,2014
Mitch J Duncan,Cristina M Caperchione,10.1145/2636240.2636842,2014
Mitch J Duncan,Richard R Rosenkranz,10.1145/2636240.2636842,2014
Mitch J Duncan,Anetta Van Itallie,10.1145/2636240.2636842,2014
Mitch J Duncan,W Kerry Mummery,10.1145/2636240.2636842,2014
Cristina M Caperchione,Richard R Rosenkranz,10.1145/2636240.2636842,2014
Cristina M Caperchione,Anetta Van Itallie,10.1145/2636240.2636842,2014
Cristina M Caperchione,W Kerry Mummery,10.1145/2636240.2636842,2014
Richard R Rosenkranz,Anetta Van Itallie,10.1145/2636240.2636842,2014
Richard R Rosenkranz,W Kerry Mummery,10.1145/2636240.2636842,2014
Anetta Van Itallie,W Kerry Mummery,10.1145/2636240.2636842,2014
Isha Singh Jassi,S Ruchika,10.1145/2636240.2636847,2014
Isha Singh Jassi,Susmitha Pulakhandam,10.1145/2636240.2636847,2014
Isha Singh Jassi,Subhayan Mukherjee,10.1145/2636240.2636847,2014
Isha Singh Jassi,T S Ashwin,10.1145/2636240.2636847,2014
Isha Singh Jassi,Geereddy Ram Mohana Reddy,10.1145/2636240.2636847,2014
S Ruchika,Susmitha Pulakhandam,10.1145/2636240.2636847,2014
S Ruchika,Subhayan Mukherjee,10.1145/2636240.2636847,2014
S Ruchika,T S Ashwin,10.1145/2636240.2636847,2014
S Ruchika,Geereddy Ram Mohana Reddy,10.1145/2636240.2636847,2014
Susmitha Pulakhandam,Subhayan Mukherjee,10.1145/2636240.2636847,2014
Susmitha Pulakhandam,T S Ashwin,10.1145/2636240.2636847,2014
Susmitha Pulakhandam,Geereddy Ram Mohana Reddy,10.1145/2636240.2636847,2014
Subhayan Mukherjee,T S Ashwin,10.1145/2636240.2636847,2014
Subhayan Mukherjee,Geereddy Ram Mohana Reddy,10.1145/2636240.2636847,2014
T S Ashwin,Geereddy Ram Mohana Reddy,10.1145/2636240.2636847,2014
Mengyao Chen,Cong Chen,10.1145/2636240.2636857,2014
Mengyao Chen,Shuqing Liu,10.1145/2636240.2636857,2014
Mengyao Chen,K. Zhang,10.1145/2636240.2636857,2014
Cong Chen,Shuqing Liu,10.1145/2636240.2636857,2014
Cong Chen,K. Zhang,10.1145/2636240.2636857,2014
Shuqing Liu,K. Zhang,10.1145/2636240.2636857,2014
Xiaofei Guo,Juanzi Li,10.1145/2636240.2636845,2014
Xiaofei Guo,Ruibing Yang,10.1145/2636240.2636845,2014
Xiaofei Guo,Xiaoli Ma,10.1145/2636240.2636845,2014
Juanzi Li,Ruibing Yang,10.1145/2636240.2636845,2014
Juanzi Li,Xiaoli Ma,10.1145/2636240.2636845,2014
Ruibing Yang,Xiaoli Ma,10.1145/2636240.2636845,2014
Priyamvada Tiwari,Keyur Sorathia,10.1145/2636240.2636856,2014
Joris Suppers,Mark D Apperley,10.1145/2636240.2636853,2014
Andrew Blake,Gem Stapleton,10.1145/2636240.2636838,2014
Andrew Blake,Peter J Rodgers,10.1145/2636240.2636838,2014
Andrew Blake,John Howse,10.1145/2636240.2636838,2014
Gem Stapleton,Peter J Rodgers,10.1145/2636240.2636838,2014
Gem Stapleton,John Howse,10.1145/2636240.2636838,2014
Peter J Rodgers,John Howse,10.1145/2636240.2636838,2014
Weidong Huang,Tomasz P Bednarz,10.1145/2636240.2636848,2014
Phillip Gough,Xavier Ho,10.1145/2636240.2636852,2014
Phillip Gough,Kate Dunn,10.1145/2636240.2636852,2014
Phillip Gough,Tomasz P Bednarz,10.1145/2636240.2636852,2014
Xavier Ho,Kate Dunn,10.1145/2636240.2636852,2014
Xavier Ho,Tomasz P Bednarz,10.1145/2636240.2636852,2014
Kate Dunn,Tomasz P Bednarz,10.1145/2636240.2636852,2014
Ryuya Akase,Yoshihiro Okada,10.1145/2636240.2636849,2014
Ning Li,Zhifang Jiang,10.1145/2636240.2636862,2014
Ning Li,Zixiang Liu,10.1145/2636240.2636862,2014
Ning Li,Haoxin Sun,10.1145/2636240.2636862,2014
Zhifang Jiang,Zixiang Liu,10.1145/2636240.2636862,2014
Zhifang Jiang,Haoxin Sun,10.1145/2636240.2636862,2014
Zixiang Liu,Haoxin Sun,10.1145/2636240.2636862,2014
Sakib Jalil,Trina S Myers,10.1145/2636240.2636860,2014
Sakib Jalil,Ian M Atkinson,10.1145/2636240.2636860,2014
Trina S Myers,Ian M Atkinson,10.1145/2636240.2636860,2014
Minwook Kim,Geoffrey M Draper,10.1145/2636240.2636871,2014
Hiba Ahsan,Aarti Prabhu,10.1145/2636240.2636863,2014
Hiba Ahsan,S D Deeksha,10.1145/2636240.2636863,2014
Hiba Ahsan,Shridhar G Domanal,10.1145/2636240.2636863,2014
Hiba Ahsan,T S Ashwin,10.1145/2636240.2636863,2014
Hiba Ahsan,Geereddy Ram Mohana Reddy,10.1145/2636240.2636863,2014
Aarti Prabhu,S D Deeksha,10.1145/2636240.2636863,2014
Aarti Prabhu,Shridhar G Domanal,10.1145/2636240.2636863,2014
Aarti Prabhu,T S Ashwin,10.1145/2636240.2636863,2014
Aarti Prabhu,Geereddy Ram Mohana Reddy,10.1145/2636240.2636863,2014
S D Deeksha,Shridhar G Domanal,10.1145/2636240.2636863,2014
S D Deeksha,T S Ashwin,10.1145/2636240.2636863,2014
S D Deeksha,Geereddy Ram Mohana Reddy,10.1145/2636240.2636863,2014
Shridhar G Domanal,T S Ashwin,10.1145/2636240.2636863,2014
Shridhar G Domanal,Geereddy Ram Mohana Reddy,10.1145/2636240.2636863,2014
T S Ashwin,Geereddy Ram Mohana Reddy,10.1145/2636240.2636863,2014
Dylan Mathiesen,Trina S Myers,10.1145/2636240.2636865,2014
Dylan Mathiesen,Ian M Atkinson,10.1145/2636240.2636865,2014
Trina S Myers,Ian M Atkinson,10.1145/2636240.2636865,2014
Andrew Bennett,Christopher Lueg,10.1145/2636240.2636868,2014
Jacob L Cybulski,Susan Keller,10.1145/2636240.2636866,2014
Jacob L Cybulski,Dilal Saundage,10.1145/2636240.2636866,2014
Susan Keller,Dilal Saundage,10.1145/2636240.2636866,2014
Kiho Sakamoto,Takayuki Itoh,10.1145/2636240.2636861,2014
Lakkhana Mallikarachchi,Anuja T Dharmaratne,10.1145/2636240.2636867,2014
Yi Li,Zhenfeng Wu,10.1145/2636240.2636870,2014
Yi Li,Ting Sun,10.1145/2636240.2636870,2014
Zhenfeng Wu,Ting Sun,10.1145/2636240.2636870,2014
Callum Parker,Martin Tomitsch,10.1145/2636240.2636864,2014
Alireza Rezaeian,Jared Donovan,10.1145/2636240.2636869,2014
P K S Udana,Anuja T Dharmaratne,10.1145/2636240.2636876,2014
Fumie Banba,Takayuki Itoh,10.1145/2636240.2636877,2014
Fumie Banba,Naruhito Toyoda,10.1145/2636240.2636877,2014
Fumie Banba,Hitomi Otaka,10.1145/2636240.2636877,2014
Takayuki Itoh,Naruhito Toyoda,10.1145/2636240.2636877,2014
Takayuki Itoh,Hitomi Otaka,10.1145/2636240.2636877,2014
Naruhito Toyoda,Hitomi Otaka,10.1145/2636240.2636877,2014
K K Nisha,H R Pruthvi,10.1145/2636240.2636878,2014
K K Nisha,Shwetha N Hadimani,10.1145/2636240.2636878,2014
K K Nisha,Geereddy Ram Mohana Reddy,10.1145/2636240.2636878,2014
K K Nisha,T S Ashwin,10.1145/2636240.2636878,2014
K K Nisha,Shridhar G Domanal,10.1145/2636240.2636878,2014
H R Pruthvi,Shwetha N Hadimani,10.1145/2636240.2636878,2014
H R Pruthvi,Geereddy Ram Mohana Reddy,10.1145/2636240.2636878,2014
H R Pruthvi,T S Ashwin,10.1145/2636240.2636878,2014
H R Pruthvi,Shridhar G Domanal,10.1145/2636240.2636878,2014
Shwetha N Hadimani,Geereddy Ram Mohana Reddy,10.1145/2636240.2636878,2014
Shwetha N Hadimani,T S Ashwin,10.1145/2636240.2636878,2014
Shwetha N Hadimani,Shridhar G Domanal,10.1145/2636240.2636878,2014
Geereddy Ram Mohana Reddy,T S Ashwin,10.1145/2636240.2636878,2014
Geereddy Ram Mohana Reddy,Shridhar G Domanal,10.1145/2636240.2636878,2014
T S Ashwin,Shridhar G Domanal,10.1145/2636240.2636878,2014
Madhawa Gunasekara,Anuja T Dharmaratne,10.1145/2636240.2636875,2014
Madhawa Gunasekara,Damitha Sandaruwan,10.1145/2636240.2636875,2014
Anuja T Dharmaratne,Damitha Sandaruwan,10.1145/2636240.2636875,2014
Hirantha Weerarathna,Anuja T Dharmaratne,10.1145/2636240.2636874,2014
Hiroki Fujita,Yoshio Nakashima,10.1145/2636240.2636872,2014
Hiroki Fujita,Mamoru Takamatsu,10.1145/2636240.2636872,2014
Yoshio Nakashima,Mamoru Takamatsu,10.1145/2636240.2636872,2014
Daniel Filonik,Markus Rittenbruch,10.1145/2636240.2636873,2014
Daniel Filonik,Professor Marcus Foth,10.1145/2636240.2636873,2014
Markus Rittenbruch,Professor Marcus Foth,10.1145/2636240.2636873,2014
Paolo Bottoni,Kamen D Kanev,10.1145/2493102.2493103,2013
Paolo Bottoni,Nikolay N Mirenkov,10.1145/2493102.2493103,2013
Kamen D Kanev,Nikolay N Mirenkov,10.1145/2493102.2493103,2013
Lei Ren,Jin Cui,10.1145/2493102.2493104,2013
Lei Ren,Yi Du,10.1145/2493102.2493104,2013
Lei Ren,Guozhong Dai,10.1145/2493102.2493104,2013
Jin Cui,Yi Du,10.1145/2493102.2493104,2013
Jin Cui,Guozhong Dai,10.1145/2493102.2493104,2013
Yi Du,Guozhong Dai,10.1145/2493102.2493104,2013
Vincenzo Deufemia,Christopher D'Souza,10.1145/2493102.2493105,2013
Vincenzo Deufemia,Athula Ginige,10.1145/2493102.2493105,2013
Christopher D'Souza,Athula Ginige,10.1145/2493102.2493105,2013
Haifeng Li,Dayi Yang,10.1145/2493102.2493106,2013
Haifeng Li,Yangyang Fu,10.1145/2493102.2493106,2013
Haifeng Li,Hujie Huang,10.1145/2493102.2493106,2013
Haifeng Li,Hongyuan Fang,10.1145/2493102.2493106,2013
Dayi Yang,Yangyang Fu,10.1145/2493102.2493106,2013
Dayi Yang,Hujie Huang,10.1145/2493102.2493106,2013
Dayi Yang,Hongyuan Fang,10.1145/2493102.2493106,2013
Yangyang Fu,Hujie Huang,10.1145/2493102.2493106,2013
Yangyang Fu,Hongyuan Fang,10.1145/2493102.2493106,2013
Hujie Huang,Hongyuan Fang,10.1145/2493102.2493106,2013
Mofei Song,Feiqian Zhang,10.1145/2493102.2493107,2013
Mofei Song,Zhengxing Sun,10.1145/2493102.2493107,2013
Mofei Song,Yan Zhang,10.1145/2493102.2493107,2013
Feiqian Zhang,Zhengxing Sun,10.1145/2493102.2493107,2013
Feiqian Zhang,Yan Zhang,10.1145/2493102.2493107,2013
Zhengxing Sun,Yan Zhang,10.1145/2493102.2493107,2013
Quan Li,Huamin Qu,10.1145/2493102.2493108,2013
Quan Li,Li Chen,10.1145/2493102.2493108,2013
Quan Li,Robert Wang,10.1145/2493102.2493108,2013
Quan Li,Jun-Hai Yong,10.1145/2493102.2493108,2013
Quan Li,Detan Si,10.1145/2493102.2493108,2013
Huamin Qu,Li Chen,10.1145/2493102.2493108,2013
Huamin Qu,Robert Wang,10.1145/2493102.2493108,2013
Huamin Qu,Jun-Hai Yong,10.1145/2493102.2493108,2013
Huamin Qu,Detan Si,10.1145/2493102.2493108,2013
Li Chen,Robert Wang,10.1145/2493102.2493108,2013
Li Chen,Jun-Hai Yong,10.1145/2493102.2493108,2013
Li Chen,Detan Si,10.1145/2493102.2493108,2013
Robert Wang,Jun-Hai Yong,10.1145/2493102.2493108,2013
Robert Wang,Detan Si,10.1145/2493102.2493108,2013
Jun-Hai Yong,Detan Si,10.1145/2493102.2493108,2013
Abhishek P Chhetri,K. Zhang,10.1145/2493102.2493109,2013
Abhishek P Chhetri,Eakta Jain,10.1145/2493102.2493109,2013
K. Zhang,Eakta Jain,10.1145/2493102.2493109,2013
Chenghai Zhang,Yuhua Liu,10.1145/2493102.2493110,2013
Chenghai Zhang,Changbo Wang,10.1145/2493102.2493110,2013
Yuhua Liu,Changbo Wang,10.1145/2493102.2493110,2013
Zaijia Liu,Xianjunsam Zheng,10.1145/2493102.2493111,2013
Zaijia Liu,Mingyang Wu,10.1145/2493102.2493111,2013
Zaijia Liu,Rui Dong,10.1145/2493102.2493111,2013
Zaijia Liu,Kaiping Peng,10.1145/2493102.2493111,2013
Xianjunsam Zheng,Mingyang Wu,10.1145/2493102.2493111,2013
Xianjunsam Zheng,Rui Dong,10.1145/2493102.2493111,2013
Xianjunsam Zheng,Kaiping Peng,10.1145/2493102.2493111,2013
Mingyang Wu,Rui Dong,10.1145/2493102.2493111,2013
Mingyang Wu,Kaiping Peng,10.1145/2493102.2493111,2013
Rui Dong,Kaiping Peng,10.1145/2493102.2493111,2013
Jie Liang,Simeon J Simoff,10.1145/2493102.2493112,2013
Jie Liang,Quang Vinh Nguyen,10.1145/2493102.2493112,2013
Jie Liang,Maolin Huang,10.1145/2493102.2493112,2013
Simeon J Simoff,Quang Vinh Nguyen,10.1145/2493102.2493112,2013
Simeon J Simoff,Maolin Huang,10.1145/2493102.2493112,2013
Quang Vinh Nguyen,Maolin Huang,10.1145/2493102.2493112,2013
Rossella Aiello,Giancarlo Nota,10.1145/2493102.2493113,2013
Rossella Aiello,Gennaro Costagliola,10.1145/2493102.2493113,2013
Rossella Aiello,Fabrizio Torre,10.1145/2493102.2493113,2013
Giancarlo Nota,Gennaro Costagliola,10.1145/2493102.2493113,2013
Giancarlo Nota,Fabrizio Torre,10.1145/2493102.2493113,2013
Gennaro Costagliola,Fabrizio Torre,10.1145/2493102.2493113,2013
Robert P. Biuk-Aghai,Waihou Ao,10.1145/2493102.2493114,2013
Paolo Bottoni,Gennaro Costagliola,10.1145/2493102.2493116,2013
Paolo Bottoni,Mattia de Rosa,10.1145/2493102.2493116,2013
Paolo Bottoni,Andrew Fish,10.1145/2493102.2493116,2013
Paolo Bottoni,Vittorio Fuccella,10.1145/2493102.2493116,2013
Gennaro Costagliola,Mattia de Rosa,10.1145/2493102.2493116,2013
Gennaro Costagliola,Andrew Fish,10.1145/2493102.2493116,2013
Gennaro Costagliola,Vittorio Fuccella,10.1145/2493102.2493116,2013
Mattia de Rosa,Andrew Fish,10.1145/2493102.2493116,2013
Mattia de Rosa,Vittorio Fuccella,10.1145/2493102.2493116,2013
Andrew Fish,Vittorio Fuccella,10.1145/2493102.2493116,2013
Chenxi Li,Zhengxing Sun,10.1145/2493102.2493118,2013
Chenxi Li,Mofei Song,10.1145/2493102.2493118,2013
Chenxi Li,Yejia Zhang,10.1145/2493102.2493118,2013
Zhengxing Sun,Mofei Song,10.1145/2493102.2493118,2013
Zhengxing Sun,Yejia Zhang,10.1145/2493102.2493118,2013
Mofei Song,Yejia Zhang,10.1145/2493102.2493118,2013
Tianyang Liu,Fatma Bouali,10.1145/2493102.2493119,2013
Tianyang Liu,Gilles Venturini,10.1145/2493102.2493119,2013
Fatma Bouali,Gilles Venturini,10.1145/2493102.2493119,2013
William Plant,Gerald Schaefer,10.1145/2493102.2493120,2013
Ning Li,Zhifang Jiang,10.1145/2493102.2493121,2013
